,Age,Gender,Country,Degree,Job Title,Company Size,Team Size,ML Status in Company,Year,Min_Salary,Max_Salary
7181,30-34,Male,United States of America,Bachelor,Software Engineer,"10,000 or more employees",3-4,Well-establised,2019,150000.0,199999.0
7182,25-29,Male,Russia,Master,Data Scientist,50-249 employees,5-9,Never,2019,20001.0,30000.0
7183,60-69,Female,Canada,Master,Data Scientist,"10,000 or more employees",3-4,Exploring,2019,90000.0,99999.0
7184,25-29,Male,United States of America,Bachelor,Software Engineer,0-49 employees,1-2,Never,2019,80000.0,89999.0
7185,30-34,Male,Japan,Doctoral,Data Scientist,50-249 employees,5-9,Exploring,2019,60000.0,69999.0
7186,30-34,Male,Argentina,Bachelor,Software Engineer,"1000-9,999 employees",20+,Exploring,2019,10001.0,20000.0
7187,55-59,Male,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,150000.0,199999.0
7188,55-59,Male,Canada,Master,Business Analyst,"1000-9,999 employees",1-2,Never,2019,50000.0,59999.0
7189,35-39,Male,United States of America,Master,Software Engineer,"1000-9,999 employees",20+,Well-establised,2019,500000.0,
7190,25-29,Male,India,Master,Data Scientist,"10,000 or more employees",3-4,Well-establised,2019,10001.0,20000.0
7191,25-29,Male,Australia,Master,Data Scientist,50-249 employees,3-4,Well-establised,2019,125000.0,149999.0
7192,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,"1000-9,999 employees",5-9,Recently-started,2019,125000.0,149999.0
7193,30-34,Male,France,Doctoral,Research Scientist,0-49 employees,3-4,Well-establised,2019,50000.0,59999.0
7194,40-44,Male,Poland,Doctoral,Research Scientist,"1000-9,999 employees",0,Never,2019,20001.0,30000.0
7195,25-29,Male,Singapore,Bachelor,Business Analyst,"1000-9,999 employees",20+,Well-establised,2019,30000.0,39999.0
7196,30-34,Male,United States of America,Doctoral,Research Scientist,0-49 employees,1-2,Recently-started,2019,30000.0,39999.0
7197,30-34,Male,France,Doctoral,Data Scientist,0-49 employees,1-2,Well-establised,2019,50000.0,59999.0
7198,18-21,Female,India,Bachelor,Software Engineer,0-49 employees,0,Exploring,2019,70000.0,79999.0
7199,30-34,Female,India,Bachelor,Data Scientist,"10,000 or more employees",5-9,Others,2019,20001.0,30000.0
7200,60-69,Female,Spain,Doctoral,Research Scientist,"1000-9,999 employees",20+,Others,2019,60000.0,69999.0
7201,25-29,Male,Netherlands,Master,Data Scientist,50-249 employees,5-9,Recently-started,2019,50000.0,59999.0
7202,30-34,Female,France,Doctoral,Research Scientist,"1000-9,999 employees",20+,Others,2019,80000.0,89999.0
7203,25-29,Female,Poland,Master,Software Engineer,50-249 employees,3-4,Exploring,2019,30000.0,39999.0
7204,25-29,Male,"Iran, Islamic Republic of...",Bachelor,Software Engineer,250-999 employees,20+,Recently-started,2019,10001.0,20000.0
7205,30-34,Male,Czech Republic,Master,Data Engineer,"1000-9,999 employees",20+,Well-establised,2019,50000.0,59999.0
7206,40-44,Male,Spain,Bachelor,Software Engineer,0-49 employees,0,Never,2019,30000.0,39999.0
7207,25-29,Male,Russia,Master,Data Scientist,50-249 employees,1-2,Well-establised,2019,10001.0,20000.0
7208,35-39,Female,Russia,Master,Software Engineer,0-49 employees,0,Never,2019,50000.0,59999.0
7209,30-34,Male,Russia,Master,Research Scientist,0-49 employees,0,Never,2019,10001.0,20000.0
7210,25-29,Male,United States of America,Doctoral,Data Scientist,0-49 employees,3-4,Recently-started,2019,125000.0,149999.0
7211,35-39,Male,United States of America,Master,Data Scientist,50-249 employees,5-9,Well-establised,2019,150000.0,199999.0
7212,30-34,Male,Mexico,Master,Research Scientist,"10,000 or more employees",1-2,Never,2019,90000.0,99999.0
7213,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Data Scientist,"1000-9,999 employees",10-14,Others,2019,100000.0,124999.0
7214,40-44,Male,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,125000.0,149999.0
7215,35-39,Male,Germany,Doctoral,Data Scientist,"10,000 or more employees",5-9,Exploring,2019,90000.0,99999.0
7216,40-44,Male,India,Bachelor,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,40000.0,49999.0
7217,25-29,Male,Germany,Doctoral,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,125000.0,149999.0
7218,40-44,Male,France,Master,Data Scientist,"1000-9,999 employees",3-4,Recently-started,2019,100000.0,124999.0
7219,30-34,Male,Israel,Master,Data Scientist,"1000-9,999 employees",5-9,Recently-started,2019,70000.0,79999.0
7220,30-34,Male,Israel,Master,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,125000.0,149999.0
7221,30-34,Male,Ukraine,Doctoral,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,10001.0,20000.0
7222,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,50-249 employees,20+,Well-establised,2019,70000.0,79999.0
7223,50-54,Male,United States of America,Some college,Data Scientist,250-999 employees,3-4,Exploring,2019,125000.0,149999.0
7224,50-54,Male,Poland,Master,Software Engineer,250-999 employees,0,Never,2019,60000.0,69999.0
7225,35-39,Male,Israel,Doctoral,Product/Project Manager,0-49 employees,1-2,Exploring,2019,100000.0,124999.0
7226,25-29,Female,United States of America,Bachelor,Data Scientist,0-49 employees,1-2,Exploring,2019,150000.0,199999.0
7227,55-59,Male,United States of America,Doctoral,Data Scientist,"1000-9,999 employees",10-14,Well-establised,2019,250000.0,299999.0
7228,25-29,Male,Germany,Master,Business Analyst,"10,000 or more employees",20+,Recently-started,2019,60000.0,69999.0
7229,30-34,Female,Canada,Master,Data Analyst,"1000-9,999 employees",1-2,Others,2019,50000.0,59999.0
7230,25-29,Male,Taiwan,Master,Software Engineer,50-249 employees,0,Exploring,2019,20001.0,30000.0
7231,40-44,Male,South Korea,Doctoral,Data Scientist,0-49 employees,20+,Well-establised,2019,10001.0,20000.0
7232,50-54,Male,United States of America,Master,Data Engineer,0-49 employees,1-2,Well-establised,2019,100000.0,124999.0
7233,60-69,Male,India,Master,Software Engineer,0-49 employees,1-2,Exploring,2019,100000.0,124999.0
7234,30-34,Male,India,Master,Business Analyst,"1000-9,999 employees",0,Exploring,2019,10001.0,20000.0
7235,50-54,Male,United States of America,Master,Research Scientist,"1000-9,999 employees",5-9,Recently-started,2019,150000.0,199999.0
7236,55-59,Female,United Kingdom of Great Britain and Northern Ireland,Master,Product/Project Manager,250-999 employees,5-9,Exploring,2019,20001.0,30000.0
7237,25-29,Male,Czech Republic,Master,Data Scientist,250-999 employees,3-4,Others,2019,20001.0,30000.0
7238,30-34,Male,India,Bachelor,Product/Project Manager,"10,000 or more employees",10-14,Recently-started,2019,20001.0,30000.0
7239,25-29,Male,Spain,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,30000.0,39999.0
7240,25-29,Male,Germany,Doctoral,Data Scientist,50-249 employees,3-4,Exploring,2019,70000.0,79999.0
7241,50-54,Male,India,Doctoral,Research Scientist,250-999 employees,20+,Never,2019,10001.0,20000.0
7242,22-24,Female,Philippines,Bachelor,Business Analyst,0-49 employees,0,Never,2019,10001.0,20000.0
7243,30-34,Male,Russia,Master,Research Scientist,"10,000 or more employees",1-2,Never,2019,20001.0,30000.0
7244,30-34,Male,Russia,Master,Data Scientist,"10,000 or more employees",5-9,Recently-started,2019,40000.0,49999.0
7245,35-39,Male,Singapore,Master,Data Scientist,"1000-9,999 employees",15-19,Exploring,2019,125000.0,149999.0
7246,45-49,Male,Japan,Master,Data Analyst,"1000-9,999 employees",5-9,Others,2019,70000.0,79999.0
7247,30-34,Male,United States of America,Doctoral,Data Scientist,250-999 employees,20+,Recently-started,2019,125000.0,149999.0
7248,25-29,Male,India,Bachelor,Data Scientist,0-49 employees,1-2,Well-establised,2019,500000.0,
7249,45-49,Male,Spain,Master,Business Analyst,0-49 employees,1-2,Recently-started,2019,80000.0,89999.0
7250,35-39,Male,Portugal,Master,Product/Project Manager,"10,000 or more employees",1-2,Recently-started,2019,20001.0,30000.0
7251,25-29,Male,United States of America,Doctoral,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,100000.0,124999.0
7252,40-44,Female,Japan,Doctoral,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,300000.0,500000.0
7253,30-34,Male,Germany,Bachelor,Software Engineer,"1000-9,999 employees",10-14,Well-establised,2019,70000.0,79999.0
7254,25-29,Male,India,Professional degree,Software Engineer,"10,000 or more employees",20+,Well-establised,2019,20001.0,30000.0
7255,35-39,Male,United States of America,Master,Data Analyst,0-49 employees,0,Never,2019,150000.0,199999.0
7256,25-29,Male,Singapore,Bachelor,Data Analyst,"1000-9,999 employees",3-4,Well-establised,2019,30000.0,39999.0
7257,30-34,Female,United States of America,Bachelor,Product/Project Manager,0-49 employees,3-4,Others,2019,10001.0,20000.0
7258,30-34,Male,India,Bachelor,Software Engineer,"10,000 or more employees",3-4,Recently-started,2019,10001.0,20000.0
7259,45-49,Female,Spain,Professional degree,Product/Project Manager,"10,000 or more employees",3-4,Never,2019,40000.0,49999.0
7260,30-34,Male,Germany,Doctoral,Data Scientist,50-249 employees,5-9,Others,2019,60000.0,69999.0
7261,22-24,Male,India,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,20001.0,30000.0
7262,30-34,Male,Netherlands,Master,Data Scientist,"1000-9,999 employees",20+,Recently-started,2019,90000.0,99999.0
7263,35-39,Female,United Kingdom of Great Britain and Northern Ireland,Master,Data Scientist,50-249 employees,10-14,Others,2019,40000.0,49999.0
7264,35-39,Female,Norway,Master,Data Scientist,50-249 employees,20+,Well-establised,2019,70000.0,79999.0
7265,25-29,Male,Colombia,Master,Data Scientist,50-249 employees,3-4,Recently-started,2019,20001.0,30000.0
7266,30-34,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Research Scientist,"10,000 or more employees",20+,Well-establised,2019,150000.0,199999.0
7267,35-39,Female,South Korea,Master,Software Engineer,50-249 employees,3-4,Never,2019,30000.0,39999.0
7268,50-54,Female,United States of America,Master,Product/Project Manager,250-999 employees,5-9,Recently-started,2019,60000.0,69999.0
7269,30-34,Male,Singapore,Master,Data Scientist,"1000-9,999 employees",1-2,Others,2019,90000.0,99999.0
7270,35-39,Male,United States of America,Doctoral,Data Scientist,0-49 employees,1-2,Well-establised,2019,150000.0,199999.0
7271,35-39,Male,United States of America,Master,Software Engineer,50-249 employees,0,Never,2019,125000.0,149999.0
7272,35-39,Male,United States of America,Bachelor,Business Analyst,0-49 employees,1-2,Never,2019,50000.0,59999.0
7273,25-29,Male,United States of America,Master,Research Scientist,0-49 employees,3-4,Recently-started,2019,20001.0,30000.0
7274,25-29,Male,Taiwan,Master,Data Analyst,0-49 employees,1-2,Recently-started,2019,20001.0,30000.0
7275,45-49,Male,United States of America,Master,Data Analyst,"10,000 or more employees",20+,Recently-started,2019,125000.0,149999.0
7276,25-29,Male,Australia,Bachelor,Software Engineer,0-49 employees,5-9,Well-establised,2019,60000.0,69999.0
7277,55-59,Male,Taiwan,Bachelor,Product/Project Manager,50-249 employees,5-9,Exploring,2019,70000.0,79999.0
7278,30-34,Male,Germany,Master,Data Engineer,"1000-9,999 employees",5-9,Well-establised,2019,100000.0,124999.0
7279,25-29,Male,Italy,Master,Data Scientist,"10,000 or more employees",10-14,Recently-started,2019,20001.0,30000.0
7280,25-29,Male,United States of America,Master,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,125000.0,149999.0
7281,45-49,Male,Italy,Professional degree,Data Scientist,250-999 employees,5-9,Recently-started,2019,100000.0,124999.0
7282,40-44,Male,India,Professional degree,Data Engineer,"10,000 or more employees",10-14,Well-establised,2019,50000.0,59999.0
7283,30-34,Male,China,Master,Business Analyst,"10,000 or more employees",20+,Others,2019,20001.0,30000.0
7284,25-29,Male,India,Bachelor,Data Scientist,50-249 employees,5-9,Exploring,2019,40000.0,49999.0
7285,35-39,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral,Statistician,"1000-9,999 employees",20+,Well-establised,2019,80000.0,89999.0
7286,45-49,Male,Netherlands,Master,Data Scientist,0-49 employees,3-4,Exploring,2019,50000.0,59999.0
7287,25-29,Male,Netherlands,Master,Data Scientist,0-49 employees,3-4,Recently-started,2019,60000.0,69999.0
7288,25-29,Male,Italy,Master,Data Scientist,"10,000 or more employees",3-4,Others,2019,30000.0,39999.0
7289,25-29,Male,Germany,Doctoral,Research Scientist,"1000-9,999 employees",20+,Others,2019,30000.0,39999.0
7290,40-44,Male,Japan,Master,Data Scientist,"10,000 or more employees",5-9,Well-establised,2019,70000.0,79999.0
7291,22-24,Female,India,Master,Statistician,"10,000 or more employees",5-9,Well-establised,2019,300000.0,500000.0
7292,30-34,Male,Ireland,Master,Data Scientist,0-49 employees,3-4,Others,2019,60000.0,69999.0
7293,30-34,Male,Belgium,Doctoral,Research Scientist,"10,000 or more employees",1-2,Recently-started,2019,40000.0,49999.0
7294,60-69,Male,Spain,Doctoral,Business Analyst,0-49 employees,1-2,Never,2019,150000.0,199999.0
7295,25-29,Female,Thailand,Master,Data Scientist,"10,000 or more employees",1-2,Recently-started,2019,10001.0,20000.0
7296,25-29,Male,India,Bachelor,Data Scientist,"10,000 or more employees",20+,Others,2019,10001.0,20000.0
7297,40-44,Male,Russia,Bachelor,Research Scientist,250-999 employees,0,Never,2019,10001.0,20000.0
7298,30-34,Male,Kenya,Master,DBA/Database Engineer,"1000-9,999 employees",3-4,Exploring,2019,30000.0,39999.0
7299,30-34,Male,United States of America,Master,Data Scientist,"1000-9,999 employees",20+,Well-establised,2019,100000.0,124999.0
7300,55-59,Male,United States of America,Bachelor,Data Analyst,0-49 employees,1-2,Exploring,2019,50000.0,59999.0
7301,60-69,Female,Greece,Doctoral,Research Scientist,250-999 employees,20+,Well-establised,2019,30000.0,39999.0
7302,35-39,Female,Brazil,Bachelor,Data Scientist,50-249 employees,1-2,Recently-started,2019,50000.0,59999.0
7303,35-39,Male,Belgium,Master,Data Scientist,"1000-9,999 employees",1-2,Others,2019,60000.0,69999.0
7304,40-44,Female,Netherlands,Doctoral,Research Scientist,"1000-9,999 employees",1-2,Never,2019,90000.0,99999.0
7305,22-24,Male,Russia,Master,Software Engineer,"1000-9,999 employees",5-9,Recently-started,2019,100000.0,124999.0
7306,30-34,Male,India,Doctoral,Data Scientist,0-49 employees,1-2,Exploring,2019,10001.0,20000.0
7307,25-29,Male,United Kingdom of Great Britain and Northern Ireland,Bachelor,Data Analyst,250-999 employees,1-2,Exploring,2019,40000.0,49999.0
7308,25-29,Male,Mexico,Bachelor,Business Analyst,"1000-9,999 employees",3-4,Never,2019,10001.0,20000.0
7309,30-34,Male,Germany,Master,Data Analyst,"1000-9,999 employees",1-2,Never,2019,40000.0,49999.0
7310,30-34,Male,France,Master,Business Analyst,"10,000 or more employees",20+,Well-establised,2019,70000.0,79999.0
7311,40-44,Male,Greece,Doctoral,Data Scientist,250-999 employees,5-9,Recently-started,2019,100000.0,124999.0
7312,30-34,Male,India,Master,Data Scientist,"10,000 or more employees",3-4,Well-establised,2019,20001.0,30000.0
7313,25-29,Male,United States of America,Master,Data Analyst,"10,000 or more employees",20+,Well-establised,2019,80000.0,89999.0
7314,40-44,Male,Poland,Master,Software Engineer,250-999 employees,3-4,Recently-started,2019,10001.0,20000.0
7315,22-24,Female,United States of America,Master,Data Scientist,"10,000 or more employees",20+,Recently-started,2019,30000.0,39999.0
7316,30-34,Male,Italy,Master,Business Analyst,50-249 employees,1-2,Never,2019,20001.0,30000.0
7317,25-29,Male,Spain,Master,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,50000.0,59999.0
7318,22-24,Female,United States of America,Bachelor,Data Analyst,0-49 employees,3-4,Well-establised,2019,80000.0,89999.0
7319,25-29,Male,France,Master,Data Scientist,250-999 employees,5-9,Recently-started,2019,40000.0,49999.0
7320,30-34,Female,United States of America,Master,Data Scientist,"1000-9,999 employees",20+,Recently-started,2019,90000.0,99999.0
7321,25-29,Male,India,Professional degree,Data Analyst,"1000-9,999 employees",20+,Others,2019,200000.0,249999.0
7322,22-24,Male,United States of America,Doctoral,Data Scientist,"10,000 or more employees",20+,Well-establised,2019,10001.0,20000.0
7323,40-44,Male,United Kingdom of Great Britain and Northern Ireland,Master,Business Analyst,0-49 employees,1-2,Exploring,2019,20001.0,30000.0
7324,25-29,Male,Belgium,Master,Software Engineer,50-249 employees,3-4,Exploring,2019,30000.0,39999.0
7325,55-59,Male,Peru,Master,Product/Project Manager,50-249 employees,5-9,Never,2019,10001.0,20000.0
7326,35-39,Male,Germany,Master,Software Engineer,"1000-9,999 employees",15-19,Exploring,2019,70000.0,79999.0
7327,25-29,Male,India,Bachelor,Business Analyst,"10,000 or more employees",20+,Exploring,2019,10001.0,20000.0
